event_date,state,event_type,duration_days,precipitation_anomaly_mm,mei_index,temperature_anomaly_c,wind_anomaly_kmph,damage_estimate_millionusd,intensity_scale
20-01-2018,Haryana,Landslide,25,78.7,2.81,3.72,53.63,239.29,6
22-12-2011,Madhya Pradesh,Landslide,8,-103.62,-2.06,7.45,10.23,215.7,1
04-07-2016,Telangana,Thunderstorm,6,-183.91,0.66,4.6,59.17,143.07,4
07-04-2013,Rajasthan,Heatwave,25,366.07,1.29,3.75,137.42,267.29,5
26-12-2010,Chhattisgarh,Thunderstorm,26,227.39,-0.88,3.51,129.84,122.49,4
18-09-2023,Andhra Pradesh,Flood,11,235.16,0.24,2.87,8.18,298.34,5
21-12-2011,Himachal Pradesh,Heatwave,14,440.09,-2.57,-0.05,11.2,338.03,4
14-07-2022,Tamil Nadu,Drought,14,221.81,-0.42,-3.88,140.04,108.71,4
25-01-2012,Arunachal Pradesh,Drought,15,457.85,-0.89,5.64,83.68,179.11,2
25-12-2023,Maharashtra,Landslide,22,144.09,-0.05,7.13,108.43,76.68,2
03-07-2012,Tripura,Thunderstorm,12,-62.87,-1.33,-4.98,8.91,355.78,4
08-06-2018,Delhi,Drought,9,190.67,1.83,3.12,135.83,434.72,3
21-07-2012,Odisha,Cyclone,18,363.88,-0.34,-3.69,69.72,137.49,10
15-07-2013,Tamil Nadu,Thunderstorm,29,88.4,0.76,0.35,93.42,367.38,8
14-09-2020,Gujarat,Cloudburst,30,3.4,-1.8,0.96,114.36,187.99,9
25-08-2011,Meghalaya,Cyclone,29,363.11,0.14,-1.1,29.81,47.61,6
11-04-2011,Bihar,Cyclone,2,-186.39,-0.66,3.99,86.53,213,9
01-09-2018,Andhra Pradesh,Cloudburst,28,333.77,2.4,-1.62,123.38,136.3,3
14-05-2012,Punjab,Hailstorm,24,103.11,-0.49,0.85,60.1,440.31,6
27-12-2018,Haryana,Cyclone,27,-24.67,-2.19,2.18,111.84,187.03,2
03-05-2023,Delhi,Landslide,24,200.4,1.27,5.11,115.12,351.58,5
04-12-2016,Chhattisgarh,Flood,2,-123.21,1.2,-0.61,50.17,216.46,3
02-01-2018,Goa,Thunderstorm,23,-144.31,-2.06,3.91,6.36,282.78,2
23-08-2018,Goa,Flood,20,295.38,-1.9,4.95,103.04,80.41,6
13-08-2014,Jharkhand,Hailstorm,4,-169.77,-2.49,-3.59,87.42,305.93,6
20-04-2018,Gujarat,Heatwave,23,-76.48,-2.3,7.77,65.43,296,2
17-07-2020,Arunachal Pradesh,Cyclone,19,-69.42,0.22,2.72,139.46,332.29,6
14-12-2015,Gujarat,Cloudburst,9,62.74,-2.66,2.91,21.07,59.54,8
02-10-2012,Andhra Pradesh,Landslide,26,415.88,-1.66,6.9,92.83,268.15,2
08-04-2013,Madhya Pradesh,Thunderstorm,25,128.76,1.1,5.3,44.86,43.53,5
13-08-2021,Telangana,Thunderstorm,27,81.43,2.58,-1.39,48,459.89,10
18-10-2022,Mizoram,Heatwave,11,367.22,-2.82,-1.77,9.16,3.63,3
12-06-2010,Jharkhand,Heatwave,23,-131.69,-1.57,4.26,63.16,111.01,8
16-01-2016,Assam,Flood,26,2.24,2.38,0.99,126.96,14.47,8
11-06-2023,Jharkhand,Drought,30,296.23,1.89,-2.46,11.17,76.68,5
26-12-2017,Maharashtra,Landslide,3,298.45,0.02,2.25,21.22,351.82,3
08-08-2014,Maharashtra,Heatwave,26,-49.17,2,-4.99,30.71,179.45,1
08-01-2018,Delhi,Hailstorm,11,21.24,-0.88,2.04,142.45,193.45,1
15-05-2016,Madhya Pradesh,Landslide,16,266.38,0.45,7.33,79.97,283.19,1
04-12-2024,Tamil Nadu,Heatwave,25,398.68,1.82,4.39,28.44,161.37,7
23-12-2016,Karnataka,Cyclone,2,492.88,0.59,0.06,100.27,72.86,6
15-05-2015,Telangana,Cyclone,3,486.3,1.9,0.88,18.6,134.47,7
06-05-2011,Assam,Landslide,28,488.07,0.63,-2.1,146.64,212.8,7
06-05-2015,Madhya Pradesh,Flood,26,-152.25,2.13,4.8,59.4,111.52,8
18-01-2010,Mizoram,Cloudburst,24,-47.97,-0.98,-3.25,127.74,358.9,4
16-12-2019,Odisha,Cloudburst,5,-156.56,2.74,6.17,73.84,422.43,10
01-07-2016,Goa,Cyclone,16,152.97,2.96,-3.58,117.54,81.2,5
19-12-2014,Uttar Pradesh,Landslide,28,171.67,-1.33,5.14,125.48,25.16,7
26-05-2022,Karnataka,Drought,17,180.18,2.86,5.36,84.97,18.55,3
17-08-2011,Kerala,Hailstorm,27,-193.85,2.32,-3.26,81.66,235.87,3
24-01-2011,Sikkim,Hailstorm,10,457.69,-0.3,-3.81,75.07,169.29,2
18-09-2013,Maharashtra,Heatwave,2,-182.7,1.45,-2.92,62.54,20.34,4
12-08-2014,Meghalaya,Landslide,11,275.42,0.63,6.73,69.97,255.53,8
03-12-2024,Bihar,Landslide,19,85.21,0.44,-2.5,102.61,421.11,9
11-12-2014,Uttarakhand,Thunderstorm,14,410.03,-0.85,6.78,17.92,333.92,5
14-08-2013,Gujarat,Cyclone,13,186.3,-2.34,6.7,122.05,148.25,9
06-07-2016,Sikkim,Cyclone,3,-169.68,-2.18,2.69,100.45,1.29,1
23-05-2015,Uttar Pradesh,Cyclone,5,365.27,1.16,-3.69,58.52,130.12,1
21-08-2020,Manipur,Drought,8,-139.84,-1.18,-2.72,84.35,427.4,1
25-05-2023,Arunachal Pradesh,Thunderstorm,6,476.61,1.58,7.14,91.63,312.72,2
15-01-2023,Sikkim,Thunderstorm,29,482.26,2.69,-2.77,33.33,292.04,5
23-06-2024,Telangana,Heatwave,23,70.07,0.34,-3.59,90.33,10.59,1
12-06-2018,Jharkhand,Drought,7,110.45,0.52,-3.96,10.78,392.29,5
14-04-2016,Telangana,Heatwave,14,-104.23,-1.2,2.14,69.6,188.59,6
14-08-2022,Kerala,Cloudburst,24,339.33,1.88,-2.59,99.99,205.39,3
19-04-2016,Jharkhand,Cloudburst,2,-77.05,-1.15,2.36,136.18,127.28,3
08-08-2023,Uttarakhand,Drought,26,436.57,1.49,6.31,24.4,74.47,1
12-07-2022,Kerala,Thunderstorm,16,-129.6,2.95,-4.97,39.81,62.49,8
26-04-2010,Goa,Cloudburst,3,-96.3,-0.61,-1.66,96.02,270.12,8
19-04-2013,Tripura,Cloudburst,2,293.14,-2.92,-0.72,37.35,214.62,1
19-07-2013,Manipur,Flood,23,6.98,2.35,-3.82,58.24,203.94,7
07-01-2012,West Bengal,Thunderstorm,17,30.27,2.12,6.37,126.89,376.86,9
20-08-2014,Jharkhand,Heatwave,2,297.39,0.2,7.5,93.07,62.59,4
24-04-2019,Telangana,Hailstorm,5,480.52,2.33,1.33,131.83,29.41,6
25-06-2010,Bihar,Thunderstorm,21,409.88,0.68,4.78,60.6,116.16,8
27-04-2020,Mizoram,Thunderstorm,22,94.22,-2.07,3.8,69.41,226.64,4
12-04-2014,Assam,Cyclone,20,-139.85,-1.55,6.3,109.01,262.74,8
22-07-2011,Rajasthan,Landslide,24,-141.27,2.77,4.94,31.89,219,2
19-04-2019,Odisha,Drought,25,223.65,-2.81,2.24,120.23,478.18,1
08-09-2023,Gujarat,Landslide,6,-176.63,2.16,-4.25,137.28,257.65,10
04-06-2011,West Bengal,Landslide,22,140.73,-1.95,0.46,52.59,194.23,3
01-07-2014,Gujarat,Hailstorm,8,-123.24,-2.25,2.45,86.03,164.06,8
17-08-2024,Delhi,Drought,11,436.36,-2.93,7.27,123.93,308.8,1
20-10-2015,Tripura,Heatwave,16,412.76,2.68,-0.42,78.51,316.61,9
24-08-2022,Kerala,Heatwave,16,451.5,2.87,4.08,76.92,319.14,9
24-01-2023,Andhra Pradesh,Thunderstorm,29,315.1,0.79,5.23,96.23,161.16,10
24-06-2015,Manipur,Hailstorm,14,428.45,-0.97,0.08,20.21,391.39,1
20-01-2021,Himachal Pradesh,Thunderstorm,8,2,2.74,-0.96,13.44,420.94,5
15-07-2019,Punjab,Flood,25,485.76,1.88,-0.1,149.21,243.92,3
21-12-2012,Haryana,Hailstorm,24,234.96,1.5,-4.92,128.74,198.99,2
21-01-2024,West Bengal,Landslide,23,211.79,2.48,3.54,129.18,337.84,1
01-06-2023,Chhattisgarh,Cloudburst,18,32.59,-1.98,2.36,119.11,227.56,9
15-07-2021,Rajasthan,Cloudburst,4,-166.34,0.38,1.1,23.49,279,4
18-12-2020,Gujarat,Drought,6,418.46,-1.6,0.76,120.61,410.37,5
10-09-2022,Delhi,Hailstorm,8,-56.81,-0.73,3.79,31.67,363.47,3
22-09-2013,Rajasthan,Cyclone,5,-154.52,-2.75,2.32,118.87,312.72,2
07-04-2011,Punjab,Thunderstorm,7,314.24,1.73,7.71,65.32,243.57,5
04-04-2013,Uttarakhand,Hailstorm,15,213.62,2.62,5.38,69.93,5.27,2
02-12-2011,Manipur,Heatwave,18,423.5,-2.27,6.01,83.29,369.4,8
03-07-2014,Punjab,Flood,20,219.84,-0.27,-2.19,130.4,243.66,2
19-01-2020,Bihar,Drought,19,287.64,0.45,1.09,123.08,343.09,1
05-06-2015,Madhya Pradesh,Cyclone,7,356.33,-1.37,6.92,21.64,89.83,1
24-04-2014,Tamil Nadu,Hailstorm,14,239.66,-1.47,-2.92,148.78,18.59,7
05-01-2013,Andhra Pradesh,Thunderstorm,7,5.42,0.17,-4.34,32.54,95.85,7
15-01-2020,Manipur,Thunderstorm,20,115.8,-1.52,5.85,4.08,73.79,8
22-09-2020,Goa,Drought,22,-186.82,-1.31,-3.02,118.11,394.43,6
23-05-2015,West Bengal,Heatwave,26,433.3,-1.35,-3.43,35.04,384.84,5
19-12-2021,Assam,Hailstorm,6,342.13,-0.27,5.09,57.76,323.51,5
07-12-2021,Chhattisgarh,Hailstorm,12,327.7,1.18,0.78,132.46,453.92,7
21-09-2021,Karnataka,Thunderstorm,17,95.84,2.18,5.84,88.78,499.54,5
17-01-2013,Maharashtra,Cyclone,11,126.33,-2.89,-0.56,45.7,126.19,6
15-01-2021,Kerala,Heatwave,6,99.69,-2.91,6.3,43.39,479.43,1
18-01-2017,Tripura,Landslide,12,486.92,0.16,-3.24,121.39,320.79,6
23-09-2019,Kerala,Landslide,4,343.54,1.23,-0.67,56.98,170.18,2
27-12-2024,Jharkhand,Hailstorm,30,392.13,2.17,-1.61,133.67,326.98,7
05-04-2016,Tamil Nadu,Cyclone,7,-7.41,0.96,4.12,12.1,360.11,4
18-05-2022,Rajasthan,Landslide,21,451.67,2.92,-3.6,119.03,43.29,2
18-08-2012,Chhattisgarh,Hailstorm,30,-35.01,0.78,1.3,142.18,316.22,6
17-09-2013,Delhi,Landslide,30,185.7,1.08,-4.35,56.99,428.86,8
17-09-2016,Andhra Pradesh,Hailstorm,16,-197.19,0.87,4.54,116.35,148.44,7
20-01-2012,Delhi,Cloudburst,1,-90.22,3,0.53,110.91,194.23,1
07-09-2010,Sikkim,Heatwave,30,325.03,2.21,3.5,69.75,171.94,7
09-08-2017,Uttarakhand,Thunderstorm,21,431.98,-1.78,-3.38,96.86,158.67,10
07-09-2023,Bihar,Heatwave,18,45.21,1.28,0.7,27.74,444.88,7
22-06-2013,Punjab,Heatwave,22,129.8,-0.03,0.66,87.29,487.27,9
02-09-2020,Himachal Pradesh,Heatwave,9,59.81,-1.43,6.92,104.97,89.22,3
05-06-2014,Telangana,Heatwave,6,37.34,-0.58,-3.1,99.87,389.53,8
22-12-2017,Odisha,Landslide,26,-43.37,-2.56,4.72,40.86,224.52,9
10-08-2010,Mizoram,Thunderstorm,24,-143.35,-0.77,-1.83,78.17,133.25,10
04-04-2010,Madhya Pradesh,Landslide,26,-19.94,2.22,-1.71,68.8,327.12,7
19-05-2018,Mizoram,Thunderstorm,22,372.29,0.94,1.51,145.63,493.86,4
10-06-2015,Arunachal Pradesh,Flood,11,149.61,0.07,5.07,90.45,190.46,10
21-07-2010,Meghalaya,Heatwave,11,-41.89,2.8,-0.13,86.25,60.61,2
05-06-2015,Sikkim,Thunderstorm,17,-159.56,1.63,6.32,65.27,270.65,7
17-07-2011,Jharkhand,Flood,23,-193.9,1.51,3.52,59.69,406.82,10
13-08-2024,Telangana,Heatwave,26,416.63,-1.97,4.73,44.05,67.32,10
18-06-2020,Arunachal Pradesh,Heatwave,27,484.8,2.24,-1.31,72.73,316.27,3
01-02-2017,Kerala,Flood,8,-81.02,2.02,2.06,51.54,109.28,10
26-08-2015,Rajasthan,Landslide,3,-152.16,-1.55,-0.73,20.74,128.24,10
04-06-2020,Haryana,Flood,4,71.67,-2.85,-0.97,34.05,167.31,6
11-06-2014,Meghalaya,Thunderstorm,27,494.52,-2.81,-2.39,100.81,425.28,8
02-08-2011,Rajasthan,Heatwave,14,359.18,0.93,3.29,107.46,382.97,6
16-06-2018,Odisha,Flood,15,-165.22,-1.19,6.65,17.07,292.15,9
20-01-2012,Karnataka,Cyclone,25,156.13,0.95,0.46,145.83,297.45,8
21-04-2013,Arunachal Pradesh,Hailstorm,14,198,-1.51,2.12,80.36,95.77,1
17-08-2016,Jharkhand,Heatwave,30,12.04,2.36,-0.08,106.3,271.21,5
02-07-2015,Uttar Pradesh,Cloudburst,23,354.99,-1.76,1.03,52.85,56.3,1
02-08-2015,Telangana,Flood,15,181.99,-1.73,-4.14,53.1,244.45,5
27-07-2011,Gujarat,Drought,3,165.83,-0.37,7.29,69.13,53.48,6
19-04-2016,Karnataka,Hailstorm,17,203.09,-2.14,6.99,144.06,343.92,7
25-05-2012,Bihar,Flood,23,267.88,-1.48,0.22,132.29,466,10
25-09-2016,Bihar,Landslide,4,340.03,1.04,3.27,56.84,56.1,1
19-01-2021,Karnataka,Heatwave,23,-101.75,1.33,-3.38,119.04,99.67,1
24-01-2015,Meghalaya,Flood,28,346.04,2.67,-4.69,149.47,420.33,6
22-12-2010,Delhi,Cyclone,26,160.61,-2.71,-0.67,142.54,85.25,2
24-07-2012,Meghalaya,Cloudburst,5,316.41,2.47,-3.68,85.29,360.11,9
05-12-2018,Telangana,Heatwave,11,325.54,2.44,4.55,55.83,363.69,3
16-10-2011,Tamil Nadu,Cyclone,28,125.49,2.22,-3.13,48.79,290.82,9
22-12-2016,Mizoram,Thunderstorm,27,422.14,2.52,1.24,119.79,232.18,4
17-01-2015,Uttarakhand,Cyclone,1,176.73,0.82,-3.54,0.82,337.9,6
06-04-2024,Assam,Thunderstorm,7,146.62,2.03,0.76,131.79,90.08,1
04-01-2024,Kerala,Cloudburst,9,215.74,0.76,7.17,80.45,54.36,4
09-06-2017,West Bengal,Flood,9,282.12,1.91,5.78,110.45,125.93,3
24-05-2015,Tamil Nadu,Hailstorm,8,33.75,-1.3,0.97,85.21,275.62,9
02-09-2024,Uttarakhand,Hailstorm,3,-117.07,0.07,1.55,68.71,457.01,3
01-12-2013,Madhya Pradesh,Flood,8,158.63,-0.14,-4.03,85.24,48.23,3
22-05-2023,West Bengal,Flood,30,-98.31,2.92,7.59,91.86,402.99,3
24-08-2016,Telangana,Cyclone,8,65.66,1.08,3.17,98.98,238.49,8
17-07-2018,Uttarakhand,Landslide,2,285.54,-0.93,6.8,73.25,465.32,2
18-04-2015,Uttarakhand,Landslide,2,96.44,0.82,-4.55,134.77,31.48,7
04-08-2021,Karnataka,Heatwave,6,394.12,-1.93,-2.97,0.38,478.41,10
08-07-2013,Madhya Pradesh,Drought,15,39.17,2.9,2.09,53.31,85.96,10
22-10-2012,Rajasthan,Cyclone,23,-12.13,2.5,3.67,146.09,344.44,7
04-07-2012,Odisha,Flood,21,48.95,-1.78,-1.89,26.79,268.88,8
18-07-2013,Tamil Nadu,Flood,7,186.48,2.05,3.63,119.88,53.5,2
19-06-2021,West Bengal,Thunderstorm,2,483.64,1.05,1.67,71.44,6.41,10
25-05-2018,Arunachal Pradesh,Thunderstorm,11,430.23,-2.38,2.81,66,208.51,10
10-04-2021,Kerala,Heatwave,28,389.33,-2.71,-0.96,137.03,387.42,10
13-05-2016,Rajasthan,Landslide,12,177.16,0.49,2.81,117.41,254.49,4
01-01-2014,Maharashtra,Cloudburst,15,-96.49,-1.38,-0.02,63.76,425.46,4
15-12-2010,Himachal Pradesh,Landslide,25,313.39,-2.53,6.48,143.97,431.37,6
23-07-2020,Himachal Pradesh,Landslide,22,143.17,-1.33,-2.44,132.12,353.71,9
19-12-2023,Karnataka,Flood,4,349.95,-2.32,7.55,66.83,305.59,9
25-07-2019,Andhra Pradesh,Cloudburst,17,275.2,1.54,2.29,122.83,163.41,7
26-10-2020,Madhya Pradesh,Cloudburst,17,-14.97,1.81,-4.91,87.87,493.34,5
22-12-2022,Meghalaya,Landslide,5,-56.36,0.89,2.41,117.86,108.02,8
07-08-2016,Assam,Flood,12,445.73,1.33,-0.38,114.08,349.53,6
07-05-2021,Mizoram,Hailstorm,6,414.56,-1.45,-0.02,36.65,416.55,1
05-01-2014,Gujarat,Cloudburst,24,111.36,-0.62,6.06,149.79,468.71,2
22-08-2020,Uttar Pradesh,Thunderstorm,14,-63.52,-0.27,3.8,94.92,443.12,5
04-04-2021,Goa,Cyclone,27,-85.02,0.81,0.66,14.6,185.67,9
19-12-2014,Haryana,Flood,10,359.92,-2.52,1.6,118.06,387.82,8
17-09-2012,Andhra Pradesh,Flood,6,-150.57,2.86,2.91,32.88,115.71,2
09-05-2023,Himachal Pradesh,Drought,5,36.97,-2.36,2.86,56.19,157.13,10
10-12-2011,Karnataka,Landslide,19,449.63,-1.31,-4.62,106.41,119.23,5
09-12-2013,Uttar Pradesh,Thunderstorm,10,347.75,0.33,0.27,23.28,492.34,5
11-05-2017,Assam,Cyclone,15,72.25,1.05,4.99,95.86,284.85,7
18-07-2012,Arunachal Pradesh,Landslide,15,103.13,0.09,5.79,131.24,200.65,10
20-12-2012,Punjab,Cyclone,13,44.37,0.73,4.21,37.34,233,6
17-05-2020,West Bengal,Cloudburst,19,199.79,-2.64,0.38,53.92,231.09,6
16-10-2023,Kerala,Flood,4,-191.89,-0.28,-1.35,81.68,122.11,8
07-10-2010,Nagaland,Thunderstorm,8,19.08,-2.46,5.95,147.1,222.54,5
04-08-2016,Gujarat,Heatwave,22,83.66,-2.5,-3.2,108.76,497.73,3
11-04-2022,Uttarakhand,Hailstorm,22,248.48,-2.21,-0.52,7.35,405.18,4
25-06-2023,Meghalaya,Landslide,26,-118.8,2.6,-2.48,106.22,29.79,1
24-04-2011,Punjab,Landslide,17,371.03,-2.98,7.06,128.03,296.52,4
14-01-2023,Jharkhand,Flood,1,57.58,2.79,2.61,39.95,304.17,5
04-07-2022,Gujarat,Flood,16,346.25,0.05,2.58,86.6,194.56,3
05-12-2019,Kerala,Thunderstorm,9,-126.49,-1.58,-4.57,88.56,493.35,6
01-06-2022,Andhra Pradesh,Thunderstorm,16,150.37,1.77,3.35,13.85,135.36,4
07-05-2010,Sikkim,Landslide,23,-78.27,-2.46,6.65,93.52,237.07,10
01-04-2023,Mizoram,Cloudburst,3,464.48,-0.52,7.67,60.11,234.72,4
11-12-2015,Goa,Cloudburst,17,45.52,1.96,5.97,140.64,352.94,7
03-06-2019,Uttarakhand,Thunderstorm,30,80.22,1.28,2.16,22.51,294.55,3
02-01-2012,Uttar Pradesh,Cyclone,12,131.22,-2.7,6.97,58.07,22.15,6
12-09-2020,Delhi,Heatwave,16,-73.47,0.37,-1.99,12.17,169.91,10
11-01-2010,Himachal Pradesh,Hailstorm,7,354.21,-1.55,7.3,16.65,159.8,1
09-06-2017,Bihar,Cyclone,10,199.51,0.47,-3.21,45.57,494.01,1
13-07-2011,Punjab,Cyclone,6,-50.83,0.46,-2.78,39.25,363.84,7
16-01-2022,Nagaland,Cloudburst,29,-4.75,-1.58,3.02,70.73,176.82,10
04-07-2012,Uttarakhand,Flood,3,341,-1.7,3.3,103.27,314.56,1
03-04-2017,Himachal Pradesh,Hailstorm,3,-16.63,-1.4,-3.98,114.21,293.56,6
06-06-2024,Meghalaya,Thunderstorm,2,-128.95,1.61,-0.03,142.82,85.16,9
03-12-2024,Meghalaya,Cloudburst,6,61.87,2.02,-4.94,102.19,170.06,5
04-02-2014,Himachal Pradesh,Drought,17,-146.23,0.12,2.79,8.38,136.12,8
25-01-2011,Assam,Hailstorm,23,173.35,-0.28,7.27,75.69,40.18,7
05-08-2014,Telangana,Drought,29,32.09,1.89,0.11,90.82,128.93,7
19-07-2016,Sikkim,Heatwave,22,243.56,1.98,6.71,32.26,238.84,3
06-09-2024,Arunachal Pradesh,Landslide,25,347.51,-2.83,-0.65,78.65,315.97,1
21-12-2010,Odisha,Cyclone,27,-23.3,1.87,0.5,26.29,13.9,9
21-01-2018,Madhya Pradesh,Heatwave,20,45.58,0.16,6.45,25.31,319.61,8
11-06-2017,Haryana,Landslide,30,-13.32,-2.57,7.96,58.85,79.18,3
14-01-2024,Telangana,Landslide,26,477.4,0.14,-4.35,35.59,171.81,6
25-07-2023,Uttar Pradesh,Flood,22,50.27,-0.69,-3.31,75.53,268.3,4
09-06-2015,Telangana,Cloudburst,23,-35.97,1.13,-3.68,46.95,451.05,4
15-06-2010,Nagaland,Cyclone,5,-193.38,1.77,-4.79,139.47,473.73,9
09-05-2022,Karnataka,Landslide,15,-149.96,-2.26,-2.76,75.16,256.76,5
27-01-2020,Chhattisgarh,Hailstorm,22,-194.14,-0.47,6.77,7.44,197.3,8
21-04-2015,Karnataka,Hailstorm,4,-111.07,0.44,-0.68,0.26,475.26,9
15-05-2013,Tamil Nadu,Hailstorm,19,78.61,-2.76,0.35,53.82,187.98,9
16-08-2011,Tripura,Drought,8,235.98,-2.93,4.14,36.58,249.22,10
12-12-2015,Uttarakhand,Heatwave,23,450.02,1.38,-0.97,148.61,139.31,10
10-04-2016,Maharashtra,Heatwave,5,334.03,0.81,4.2,132.48,278.86,6
12-04-2023,Kerala,Thunderstorm,30,362.28,2.14,7.53,66.97,446.06,10
26-07-2020,Punjab,Flood,14,-44.56,1.85,-1.39,84.82,465.11,9
18-07-2017,Uttarakhand,Drought,30,330.49,-0.4,2.23,129.11,220.2,7
18-06-2010,Karnataka,Cloudburst,1,238.48,-1.22,-3.47,130.32,460.93,1
17-10-2016,Madhya Pradesh,Drought,10,275.47,0.08,-4.43,129.33,222.7,9
10-08-2024,Sikkim,Landslide,20,118.11,2.51,-0.54,125.05,385.37,6
23-12-2023,Rajasthan,Thunderstorm,28,146.32,1.48,-1.22,97.39,14.28,5
19-05-2015,Gujarat,Flood,20,-96.11,-2.48,6.45,109.92,235.63,3
21-12-2024,Rajasthan,Drought,22,123.81,-2.69,5.05,68.59,149.88,7
22-06-2020,Manipur,Flood,20,-74.16,-2.6,-1.93,99.08,17.62,9
03-05-2021,Uttarakhand,Cloudburst,13,166.03,0.53,3.31,141.11,19.55,1
03-01-2022,Uttarakhand,Hailstorm,24,436.63,-2.65,-2.9,19.62,470.89,3
22-07-2021,Sikkim,Hailstorm,2,102.25,0.04,-3.7,3.02,178.24,4
19-06-2023,Uttar Pradesh,Heatwave,28,207.03,2.95,4.41,115.26,157.41,8
14-04-2023,Gujarat,Landslide,6,94.54,0.45,5.75,86.46,372.05,8
12-10-2022,Delhi,Thunderstorm,20,-82.01,-1.43,-2.51,54.07,77.82,1
03-07-2014,Jharkhand,Landslide,27,78.87,-0.96,-2.24,24.65,301.05,1
11-05-2016,Kerala,Cyclone,20,222.73,-1.8,-1.75,118.89,332.84,4
16-07-2013,Nagaland,Heatwave,3,-1.63,-0.24,-1.38,119.38,451.78,3
03-05-2019,Arunachal Pradesh,Landslide,9,83.49,-0.58,-4,147.88,120.05,2
04-06-2014,Odisha,Cloudburst,3,185.02,-0.68,3.74,4.34,453.43,5
04-06-2024,Tripura,Landslide,12,421.27,0.48,-2.82,51.22,418.16,2
14-09-2017,Uttarakhand,Drought,30,-177.26,1.72,7.23,22.45,155.35,1
17-06-2024,Bihar,Thunderstorm,8,116.92,-2.6,-3.65,83.17,287.32,2
12-06-2014,Telangana,Cloudburst,30,148.49,-2.18,-4.68,35.65,293.98,9
11-07-2012,Delhi,Hailstorm,9,-24.7,0.6,-2.13,137.72,194.45,7
19-12-2015,Delhi,Hailstorm,24,-142.57,-0.85,-0.95,33.66,385.18,5
04-09-2021,Bihar,Heatwave,1,455.86,0.25,7.48,148.67,303.79,10
01-05-2022,Meghalaya,Thunderstorm,28,44.35,1.97,0.2,27.74,109.81,7
13-05-2019,Chhattisgarh,Flood,2,51.14,-0.9,-2.93,112.94,383.18,1
17-09-2016,Manipur,Flood,18,-81.15,1.38,4.98,110.57,396.68,5
01-09-2018,Kerala,Cloudburst,14,-43.78,-0.56,-2.25,14.02,54.83,2
04-01-2024,Sikkim,Hailstorm,29,446.3,1.61,-3.59,15.11,357.38,10
13-06-2016,Kerala,Hailstorm,24,48.76,0.55,-0.3,15.61,447.11,2
14-04-2019,Telangana,Cloudburst,5,458.88,-1.79,-0.58,39.13,386,3
03-05-2010,Nagaland,Flood,10,346.44,-1.32,-2.48,47.75,185.55,10
20-04-2010,Sikkim,Cloudburst,11,241.7,0.9,3.57,125.37,194.87,6
16-07-2011,Tripura,Flood,16,451,0.78,-2.35,35.97,349.78,3
01-01-2018,Manipur,Heatwave,20,-193.93,-1.16,4.97,65.61,142.18,7
01-07-2012,Assam,Heatwave,2,72.8,-2.06,5.38,19.73,245.29,3
05-06-2020,Telangana,Cyclone,13,420.44,2.1,7.56,35.59,467.67,3
24-05-2020,Kerala,Landslide,18,432.2,-2.49,4.16,141.28,270.07,4
23-08-2016,Telangana,Thunderstorm,1,-1.54,-2.65,-0.68,94.39,448.57,7
26-06-2018,Odisha,Landslide,11,171.3,-0.49,0.55,123.4,159.27,6
08-08-2024,Mizoram,Drought,2,454.54,-2.4,-3.01,104.48,47.03,5
27-12-2015,Uttar Pradesh,Thunderstorm,27,244.04,3,-0.07,87.54,57.4,3
26-06-2022,Uttarakhand,Cyclone,3,-109.2,-1.52,-1.57,145.7,12.21,4
17-12-2012,Meghalaya,Landslide,11,-48.43,1.66,5.45,17.21,41.12,10
14-08-2023,Kerala,Flood,15,-34.17,-0.59,-3.42,103.43,63.18,6
12-08-2023,Gujarat,Thunderstorm,18,-47.98,-0.85,-3.39,133.61,34.4,5
16-12-2015,Rajasthan,Heatwave,15,308.65,-2.03,2.41,0.93,227.09,7
06-07-2017,Andhra Pradesh,Cyclone,23,412.44,-1.49,5.05,115.22,50.69,7
25-04-2012,Jharkhand,Flood,29,107.16,-2.94,5.87,2.1,461.65,3
03-09-2017,Madhya Pradesh,Drought,6,-102.98,-2.44,6.53,148.28,340.96,5
14-12-2020,Sikkim,Cyclone,24,454.18,-2.23,-0.81,67.92,367.32,5
23-04-2023,Manipur,Heatwave,1,131.8,0.97,6.35,48.09,358.12,2
13-09-2011,Assam,Cloudburst,27,-57.12,-0.27,-4.29,76.64,182.72,5
11-01-2018,Haryana,Flood,20,13.04,2.79,-4.49,132.76,230.84,8
10-09-2020,Kerala,Flood,23,-0.59,2.56,0.97,140.38,344.73,1
05-09-2010,Uttarakhand,Landslide,18,179.83,-1.13,-3.12,118.05,261,5
03-01-2018,Rajasthan,Thunderstorm,11,316.5,2.09,3.27,142.3,117.46,2
10-07-2012,Manipur,Flood,7,483.12,0.39,-2.3,114.33,172.65,1
11-08-2018,Uttar Pradesh,Landslide,23,131.97,1.29,-2.1,18.24,289.59,7
10-05-2018,Manipur,Thunderstorm,30,127.67,-1.68,-3.27,44.2,102.5,8
03-09-2024,Tamil Nadu,Drought,11,252.37,-2.98,-1.39,113.09,296.67,10
12-07-2017,Assam,Thunderstorm,12,-96.61,0.65,0.08,94.82,441.79,9
19-06-2023,Rajasthan,Hailstorm,1,-141.34,-1.95,-4.04,135.46,127.76,5
25-12-2010,Odisha,Landslide,23,391.79,-1.87,2.94,102.24,138.17,8
